cve_uaslp,creditos,cve_materia,materia,calificacion,fecha_cal,tipo_examen,semestre
0047001,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2010-08-16,RV,2010-2011/I
0047001,8,0042,ALGEBRA B,80,2010-08-16,RV,2010-2011/I
0047001,8,0051,CALCULO A,60,2010-08-16,RV,2010-2011/I
0047001,8,0052,CALCULO B,60,2010-08-16,RV,2010-2011/I
0047001,8,0055,CALCULO E,65,2010-08-16,RV,2010-2011/I
0047001,8,0061,FISICA A,60,2010-08-16,RV,2010-2011/I
0047001,6,0063,FISICA C,60,2010-08-16,RV,2010-2011/I
0047001,8,0071,QUIMICA A,60,2010-08-16,RV,2010-2011/I
0047001,1,1001,SEMINARIO INTEGRADOR I,60,2010-08-16,RV,2010-2011/I
0047001,1,1002,SEMINARIO INTEGRADOR II,80,2010-08-16,RV,2010-2011/I
0047001,5,1100,TECNICAS DEL APRENDIZAJE,80,2010-08-16,RV,2010-2011/I
0047001,3,1102,HUMANIDADES B,60,2010-08-16,RV,2010-2011/I
0047001,6,1130,METODOS NUMERICOS,60,2010-08-16,RV,2010-2011/I
0047001,0,1901,INGLES BASICO I,AC,2010-08-16,RV,2010-2011/I
0047001,0,1902,INGLES BASICO II,AC,2010-08-16,RV,2010-2011/I
0047001,0,1903,INGLES INTERMEDIO I,AC,2010-08-16,RV,2010-2011/I
0047001,0,1904,INGLES INTERMEDIO II,AC,2010-08-16,RV,2010-2011/I
0047001,0,1905,INGLES AVANZADO,AC,2010-08-16,RV,2010-2011/I
0047001,10,6021,QUIMICA DE MATERIALES,70,2010-08-16,RV,2010-2011/I
0047001,6,6023,DINAMISMO I,60,2010-08-16,RV,2010-2011/I
0047001,10,6031,ANALISIS DE MATERIALES,65,2010-08-16,RV,2010-2011/I
0047001,6,6040,INGENIERIA ELECTRICA,60,2010-08-16,RV,2010-2011/I
0047001,8,6041,MECANICA DE FLUIDOS,60,2010-08-16,RV,2010-2011/I
0047001,10,6045,PRINCIPIOS DE ECONOMIA,60,2010-08-16,RV,2010-2011/I
0047001,10,6056,FISICOQUIMICA,75,2010-08-16,RV,2010-2011/I
0047001,10,6060,MATEMATICAS APLICADAS,70,2010-08-16,RV,2010-2011/I
0047001,10,6077,FENOMENOS DE TRANSPORTE,60,2010-08-16,RV,2010-2011/I
0047001,6,6080,CONTROL DE CALIDAD,60,2010-08-16,RV,2010-2011/I
0047001,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,70,2010-12-10,EO,2010-2011/I
0047001,3,1134,COMPUTACION,43,2010-12-10,EO,2010-2011/I
0047001,10,6010,ORIGEN DE LOS MATERIALES,90,2010-12-10,EO,2010-2011/I
0047001,10,6012,INTRODUCCION A LOS MATERIALES,90,2010-12-10,EO,2010-2011/I
0047001,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0047001,6,6033,DINAMISMO II,90,2010-12-10,EO,2010-2011/I
0047001,12,6043,MATERIALES DE INGENIERIA I,40,2010-12-10,EO,2010-2011/I
0047001,3,1134,COMPUTACION,30,2011-01-11,ET,2010-2011/I
0047001,12,6043,MATERIALES DE INGENIERIA I,40,2011-01-12,ET,2010-2011/I
0047001,8,0041,ALGEBRA A,75,2011-06-01,EO,2010-2011/II
0047001,1,1104,HUMANIDADES C,90,2011-06-01,EO,2010-2011/II
0047001,3,1134,COMPUTACION,60,2011-06-01,EO,2010-2011/II
0047001,10,6025,MINERALOGIA,90,2011-06-01,EO,2010-2011/II
0047001,12,6043,MATERIALES DE INGENIERIA I,45,2011-06-01,EO,2010-2011/II
0047001,6,6055,ECOLOGIA I,75,2011-06-01,EO,2010-2011/II
0047001,12,6043,MATERIALES DE INGENIERIA I,60,2011-06-21,ET,2010-2011/II
0047001,1,1003,SEMINARIO INTEGRADOR III,80,2011-12-06,EO,2011-2012/I
0047001,0,1105,ESCRITURA Y REDACCION,AC,2011-12-06,EO,2011-2012/I
0047001,10,6032,OBTENCION DE MATERIALES,70,2011-12-06,EO,2011-2012/I
0047001,12,6052,BENEFICIO DE MATERIALES I,91,2011-12-06,EO,2011-2012/I
0047001,8,6053,MATERIALES DE INGENIERIA II,54,2011-12-06,EO,2011-2012/I
0047001,5,6054,INSTRUMENTACION,75,2011-12-06,EO,2011-2012/I
0047001,8,6070,ADMINISTRACION,70,2011-12-06,EO,2011-2012/I
0047001,8,6053,MATERIALES DE INGENIERIA II,30,2011-12-09,EE,2011-2012/I
0047001,8,6053,MATERIALES DE INGENIERIA II,40,2012-01-10,ET,2011-2012/I
0047001,8,6053,MATERIALES DE INGENIERIA II,44,2012-05-29,EO,2011-2012/II
0047001,12,6063,BENEFICIO DE MATERIALES II,75,2012-05-29,EO,2011-2012/II
0047001,10,6065,TERMODINAMICA DE MATERIALES,45,2012-05-29,EO,2011-2012/II
0047001,8,6084,FUNDICION,60,2012-05-29,EO,2011-2012/II
0047001,10,6065,TERMODINAMICA DE MATERIALES,02,2012-06-11,ET,2011-2012/II
0047001,8,6053,MATERIALES DE INGENIERIA II,60,2012-06-12,ET,2011-2012/II
0047001,10,6064,MECANICA DE MATERIALES,24,2012-11-30,EO,2012-2013/I
0047001,10,6065,TERMODINAMICA DE MATERIALES,50,2012-11-30,EO,2012-2013/I
0047001,6,6067,CERAMICOS,40,2012-11-30,EO,2012-2013/I
0047001,10,6065,TERMODINAMICA DE MATERIALES,NP,2012-12-04,EE,2012-2013/I
0047001,10,6065,TERMODINAMICA DE MATERIALES,65,2012-12-14,ET,2012-2013/I
0047001,10,6064,MECANICA DE MATERIALES,60,2012-12-18,ET,2012-2013/I
0047001,6,6067,CERAMICOS,65,2012-12-19,ET,2012-2013/I
0047001,12,6072,EXTRACTIVA I,30,2013-05-29,EO,2012-2013/II
0047001,10,6074,FORMADO DE MATERIALES,45,2013-05-29,EO,2012-2013/II
0047001,10,6088,TRANSFORMACIONES DE FASES,NA,2013-05-29,EO,2012-2013/II
0047001,6,6203,MANTENIMIENTO ELECTROMECANICO,90,2013-05-29,EO,2012-2013/II
0047001,10,6088,TRANSFORMACIONES DE FASES,NP,2013-05-31,EE,2012-2013/II
0047001,10,6088,TRANSFORMACIONES DE FASES,NP,2013-06-11,ET,2012-2013/II
0047001,12,6072,EXTRACTIVA I,40,2013-06-14,ET,2012-2013/II
0047001,10,6074,FORMADO DE MATERIALES,65,2013-06-14,ET,2012-2013/II
0047001,12,6072,EXTRACTIVA I,85,2013-11-27,EO,2013-2014/I
0047001,6,6076,POLIMEROS,65,2013-11-27,EO,2013-2014/I
0047001,8,6115,TRATAMIENTOS TERMICOS,52,2013-11-27,EO,2013-2014/I
0047001,8,6202,CARACTERIZACION DE MATERIALES,60,2013-11-27,EO,2013-2014/I
0047001,8,6115,TRATAMIENTOS TERMICOS,70,2013-11-29,EE,2013-2014/I
0047001,12,6082,EXTRACTIVA II,70,2014-05-22,EO,2013-2014/II
0047001,10,6088,TRANSFORMACIONES DE FASES,ET,2014-05-22,EO,2013-2014/II
0047001,8,6090,ECOLOGIA II,90,2014-05-22,EO,2013-2014/II
0047001,10,6092,SELECCION Y USO DE MATERIALES,75,2014-05-22,EO,2013-2014/II
0047001,10,6088,TRANSFORMACIONES DE FASES,50,2014-06-10,ET,2013-2014/II
0047001,1,1004,SEMINARIO INTEGRADOR IV,80,2014-12-02,EO,2014-2015/I
0047001,8,6099,SIMULACION,100,2014-12-02,EO,2014-2015/I
0047001,6,6102,HIDRO Y ELECTROMETALURGIA,70,2014-12-02,EO,2014-2015/I
0047001,6,6104,PIROMETALURGIA,70,2014-12-02,EO,2014-2015/I
0047001,10,6088,TRANSFORMACIONES DE FASES,50,2015-03-03,ER,2014-2015/II
0047001,8,6087,CINETICA,60,2015-05-26,EO,2014-2015/II
0047001,6,6095,FLOTACION,65,2015-05-26,EO,2014-2015/II
0047001,10,6100,DISEÑO DE PROCESOS,60,2015-05-26,EO,2014-2015/II
0047001,6,6117,ANALISIS DE FALLAS,75,2015-05-26,EO,2014-2015/II
0047001,10,6088,TRANSFORMACIONES DE FASES,60,2015-06-09,ER,2014-2015/II
0071519,0,0000,GEOMETRIA Y TRIGONOMETRIA,SA,2010-12-10,EO,2010-2011/I
0071519,8,0041,ALGEBRA A,43,2010-12-10,EO,2010-2011/I
0071519,8,0071,QUIMICA A,56,2010-12-10,EO,2010-2011/I
0071519,3,1102,HUMANIDADES B,75,2010-12-10,EO,2010-2011/I
0071519,10,6010,ORIGEN DE LOS MATERIALES,80,2010-12-10,EO,2010-2011/I
0071519,10,6012,INTRODUCCION A LOS MATERIALES,34,2010-12-10,EO,2010-2011/I
0071519,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0071519,8,0071,QUIMICA A,70,2010-12-15,EE,2010-2011/I
0071519,8,0041,ALGEBRA A,NP,2011-01-04,ET,2010-2011/I
0071519,10,6012,INTRODUCCION A LOS MATERIALES,NP,2011-01-12,ET,2010-2011/I
0071519,0,1901,INGLES BASICO I,AC,2011-05-21,EA,2010-2011/II
0071519,0,1902,INGLES BASICO II,AC,2011-05-21,EA,2010-2011/II
0071519,0,1903,INGLES INTERMEDIO I,AC,2011-05-21,EA,2010-2011/II
0071519,0,1904,INGLES INTERMEDIO II,AC,2011-05-21,EA,2010-2011/II
0071519,8,0041,ALGEBRA A,70,2011-06-01,EO,2010-2011/II
0071519,8,0051,CALCULO A,25,2011-06-01,EO,2010-2011/II
0071519,10,6012,INTRODUCCION A LOS MATERIALES,75,2011-06-01,EO,2010-2011/II
0071519,10,6021,QUIMICA DE MATERIALES,75,2011-06-01,EO,2010-2011/II
0071519,10,6025,MINERALOGIA,80,2011-06-01,EO,2010-2011/II
0071519,8,0051,CALCULO A,27,2011-12-06,EO,2011-2012/I
0071519,8,0061,FISICA A,LR,2011-12-06,EO,2011-2012/I
0071519,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,SA,2011-12-06,EO,2011-2012/I
0071519,1,1104,HUMANIDADES C,85,2011-12-06,EO,2011-2012/I
0071519,10,6031,ANALISIS DE MATERIALES,30,2011-12-06,EO,2011-2012/I
0071519,10,6032,OBTENCION DE MATERIALES,25,2011-12-06,EO,2011-2012/I
0071519,10,6031,ANALISIS DE MATERIALES,60,2012-01-09,ET,2011-2012/I
0071519,8,0051,CALCULO A,60,2012-01-10,ET,2011-2012/I
0071519,10,6032,OBTENCION DE MATERIALES,NP,2012-01-10,ET,2011-2012/I
0071519,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2012-05-29,EO,2011-2012/II
0071519,8,0042,ALGEBRA B,32,2012-05-29,EO,2011-2012/II
0071519,8,0061,FISICA A,50,2012-05-29,EO,2011-2012/II
0071519,5,1100,TECNICAS DEL APRENDIZAJE,85,2012-05-29,EO,2011-2012/II
0071519,6,6023,DINAMISMO I,60,2012-05-29,EO,2011-2012/II
0071519,10,6032,OBTENCION DE MATERIALES,37,2012-05-29,EO,2011-2012/II
0071519,8,0061,FISICA A,60,2012-06-01,EE,2011-2012/II
0071519,8,0042,ALGEBRA B,NP,2012-06-05,ET,2011-2012/II
0071519,10,6032,OBTENCION DE MATERIALES,NP,2012-06-12,ET,2011-2012/II
0071519,8,0042,ALGEBRA B,42,2012-11-30,EO,2012-2013/I
0071519,8,0052,CALCULO B,ET,2012-11-30,EO,2012-2013/I
0071519,6,0063,FISICA C,50,2012-11-30,EO,2012-2013/I
0071519,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,90,2012-11-30,EO,2012-2013/I
0071519,0,1105,ESCRITURA Y REDACCION,AC,2012-11-30,EO,2012-2013/I
0071519,6,6033,DINAMISMO II,95,2012-11-30,EO,2012-2013/I
0071519,12,6043,MATERIALES DE INGENIERIA I,34,2012-11-30,EO,2012-2013/I
0071519,6,0063,FISICA C,NP,2012-12-04,EE,2012-2013/I
0071519,12,6043,MATERIALES DE INGENIERIA I,NP,2012-12-17,ET,2012-2013/I
0071519,8,0042,ALGEBRA B,NP,2013-01-08,ET,2012-2013/I
0071519,8,0052,CALCULO B,NP,2013-01-08,ET,2012-2013/I
0071519,6,0063,FISICA C,NP,2013-01-09,ET,2012-2013/I
0071519,8,0052,CALCULO B,ET,2013-05-29,EO,2012-2013/II
0071519,6,0063,FISICA C,ET,2013-05-29,EO,2012-2013/II
0071519,1,1001,SEMINARIO INTEGRADOR I,100,2013-05-29,EO,2012-2013/II
0071519,12,6043,MATERIALES DE INGENIERIA I,22,2013-05-29,EO,2012-2013/II
0071519,6,6055,ECOLOGIA I,SA,2013-05-29,EO,2012-2013/II
0071519,8,0052,CALCULO B,60,2013-06-04,ET,2012-2013/II
0071519,12,6043,MATERIALES DE INGENIERIA I,14,2013-06-12,ET,2012-2013/II
0071519,12,6043,MATERIALES DE INGENIERIA I,60,2013-11-27,EO,2013-2014/I
0071519,8,0042,ALGEBRA B,60,2014-03-11,ER,2013-2014/II
0071519,10,6032,OBTENCION DE MATERIALES,75,2014-05-22,EO,2013-2014/II
0142397,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2010-12-10,EO,2010-2011/I
0142397,8,0041,ALGEBRA A,ER,2010-12-10,EO,2010-2011/I
0142397,8,0071,QUIMICA A,ET,2010-12-10,EO,2010-2011/I
0142397,5,1100,TECNICAS DEL APRENDIZAJE,80,2010-12-10,EO,2010-2011/I
0142397,3,1102,HUMANIDADES B,70,2010-12-10,EO,2010-2011/I
0142397,0,1901,INGLES BASICO I,AC,2010-12-10,RV,2010-2011/I
0142397,10,6010,ORIGEN DE LOS MATERIALES,90,2010-12-10,EO,2010-2011/I
0142397,10,6012,INTRODUCCION A LOS MATERIALES,60,2010-12-10,EO,2010-2011/I
0142397,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0142397,8,0071,QUIMICA A,NP,2011-01-07,ET,2010-2011/I
0142397,8,0041,ALGEBRA A,75,2011-06-01,EO,2010-2011/II
0142397,8,0051,CALCULO A,ER,2011-06-01,EO,2010-2011/II
0142397,8,0061,FISICA A,SA,2011-06-01,EO,2010-2011/II
0142397,8,0071,QUIMICA A,65,2011-06-01,EO,2010-2011/II
0142397,1,1001,SEMINARIO INTEGRADOR I,80,2011-06-01,EO,2010-2011/II
0142397,0,1105,ESCRITURA Y REDACCION,NA,2011-06-01,EO,2010-2011/II
0142397,6,6023,DINAMISMO I,65,2011-06-01,EO,2010-2011/II
0142397,10,6025,MINERALOGIA,LR,2011-06-01,EO,2010-2011/II
0142397,0,1105,ESCRITURA Y REDACCION,NA,2011-06-07,EE,2010-2011/II
0142397,0,1105,ESCRITURA Y REDACCION,AC,2011-06-20,ET,2010-2011/II
0142397,8,0051,CALCULO A,12,2011-12-06,EO,2011-2012/I
0142397,0,1902,INGLES BASICO II,SA,2011-12-06,EO,2011-2012/I
0142397,8,0051,CALCULO A,NP,2012-01-10,ET,2011-2012/I
0142397,8,0051,CALCULO A,65,2013-05-29,UO,2012-2013/II
0142397,8,0052,CALCULO B,50,2013-11-27,EO,2013-2014/I
0142397,8,0061,FISICA A,50,2013-11-27,EO,2013-2014/I
0142397,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,90,2013-11-27,EO,2013-2014/I
0142397,10,6021,QUIMICA DE MATERIALES,70,2013-11-27,EO,2013-2014/I
0142397,6,6033,DINAMISMO II,100,2013-11-27,EO,2013-2014/I
0142397,8,0052,CALCULO B,NP,2013-11-29,EE,2013-2014/I
0142397,8,0061,FISICA A,NP,2013-11-29,EE,2013-2014/I
0142397,8,0052,CALCULO B,NP,2014-01-07,ET,2013-2014/I
0142397,8,0061,FISICA A,NP,2014-01-09,ET,2013-2014/I
0142397,8,0061,FISICA A,SA,2014-05-22,EO,2013-2014/II
0146618,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2010-12-10,EO,2010-2011/I
0146618,8,0041,ALGEBRA A,80,2010-12-10,EO,2010-2011/I
0146618,8,0071,QUIMICA A,80,2010-12-10,EO,2010-2011/I
0146618,5,1100,TECNICAS DEL APRENDIZAJE,85,2010-12-10,EO,2010-2011/I
0146618,3,1102,HUMANIDADES B,90,2010-12-10,EO,2010-2011/I
0146618,10,6010,ORIGEN DE LOS MATERIALES,100,2010-12-10,EO,2010-2011/I
0146618,10,6012,INTRODUCCION A LOS MATERIALES,60,2010-12-10,EO,2010-2011/I
0146618,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0146618,8,0042,ALGEBRA B,57,2011-06-01,EO,2010-2011/II
0146618,8,0051,CALCULO A,SA,2011-06-01,EO,2010-2011/II
0146618,8,0061,FISICA A,70,2011-06-01,EO,2010-2011/II
0146618,0,1105,ESCRITURA Y REDACCION,AC,2011-06-01,EO,2010-2011/II
0146618,10,6021,QUIMICA DE MATERIALES,22,2011-06-01,EO,2010-2011/II
0146618,6,6023,DINAMISMO I,90,2011-06-01,EO,2010-2011/II
0146618,10,6025,MINERALOGIA,SA,2011-06-01,EO,2010-2011/II
0146618,8,0042,ALGEBRA B,NP,2011-06-07,EE,2010-2011/II
0146618,10,6021,QUIMICA DE MATERIALES,NP,2011-06-20,ET,2010-2011/II
0146618,8,0042,ALGEBRA B,ET,2011-12-06,EO,2011-2012/I
0146618,8,0051,CALCULO A,21,2011-12-06,EO,2011-2012/I
0146618,10,6021,QUIMICA DE MATERIALES,EE,2011-12-06,EO,2011-2012/I
0146618,6,6033,DINAMISMO II,95,2011-12-06,EO,2011-2012/I
0146618,10,6021,QUIMICA DE MATERIALES,60,2011-12-09,EE,2011-2012/I
0146618,8,0042,ALGEBRA B,NP,2012-01-09,ET,2011-2012/I
0146618,8,0051,CALCULO A,NP,2012-01-10,ET,2011-2012/I
0146618,8,0042,ALGEBRA B,60,2012-03-13,ER,2011-2012/II
0146618,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,90,2012-05-29,EO,2011-2012/II
0146618,10,6025,MINERALOGIA,80,2012-05-29,EO,2011-2012/II
0146618,10,6031,ANALISIS DE MATERIALES,75,2012-05-29,EO,2011-2012/II
0146618,0,1901,INGLES BASICO I,AC,2012-06-08,EA,2011-2012/II
0146618,0,1902,INGLES BASICO II,AC,2012-06-08,EA,2011-2012/II
0146618,6,0063,FISICA C,SA,2013-05-29,EO,2012-2013/II
0146618,1,1001,SEMINARIO INTEGRADOR I,100,2013-05-29,EO,2012-2013/II
0146618,3,1134,COMPUTACION,EE,2013-05-29,EO,2012-2013/II
0146618,10,6032,OBTENCION DE MATERIALES,70,2013-05-29,EO,2012-2013/II
0146618,12,6043,MATERIALES DE INGENIERIA I,26,2013-05-29,EO,2012-2013/II
0146618,3,1134,COMPUTACION,NP,2013-05-31,EE,2012-2013/II
0146618,3,1134,COMPUTACION,NP,2013-06-11,ET,2012-2013/II
0146618,12,6043,MATERIALES DE INGENIERIA I,NP,2013-06-12,ET,2012-2013/II
0146618,8,0051,CALCULO A,60,2013-07-02,IO,2012-2013/II
0146618,6,0063,FISICA C,ER,2013-11-27,EO,2013-2014/I
0146618,3,1134,COMPUTACION,60,2013-11-27,EO,2013-2014/I
0146618,12,6043,MATERIALES DE INGENIERIA I,35,2013-11-27,EO,2013-2014/I
0146618,10,6045,PRINCIPIOS DE ECONOMIA,40,2013-11-27,EO,2013-2014/I
0146618,6,6055,ECOLOGIA I,ET,2013-11-27,EO,2013-2014/I
0146618,12,6043,MATERIALES DE INGENIERIA I,NP,2013-12-13,ET,2013-2014/I
0146618,10,6045,PRINCIPIOS DE ECONOMIA,NP,2013-12-13,ET,2013-2014/I
0146618,6,6055,ECOLOGIA I,NP,2013-12-16,ET,2013-2014/I
0146618,12,6043,MATERIALES DE INGENIERIA I,00,2014-05-22,EO,2013-2014/II
0146618,12,6043,MATERIALES DE INGENIERIA I,NP,2014-06-11,ET,2013-2014/II
0159228,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2010-12-10,EO,2010-2011/I
0159228,8,0041,ALGEBRA A,40,2010-12-10,EO,2010-2011/I
0159228,8,0071,QUIMICA A,50,2010-12-10,EO,2010-2011/I
0159228,5,1100,TECNICAS DEL APRENDIZAJE,60,2010-12-10,EO,2010-2011/I
0159228,3,1102,HUMANIDADES B,70,2010-12-10,EO,2010-2011/I
0159228,10,6010,ORIGEN DE LOS MATERIALES,80,2010-12-10,EO,2010-2011/I
0159228,10,6012,INTRODUCCION A LOS MATERIALES,38,2010-12-10,EO,2010-2011/I
0159228,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0159228,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2010-12-15,EE,2010-2011/I
0159228,8,0071,QUIMICA A,60,2010-12-15,EE,2010-2011/I
0159228,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-01-04,ET,2010-2011/I
0159228,8,0041,ALGEBRA A,NP,2011-01-04,ET,2010-2011/I
0159228,10,6012,INTRODUCCION A LOS MATERIALES,NP,2011-01-12,ET,2010-2011/I
0159228,0,0000,GEOMETRIA Y TRIGONOMETRIA,ER,2011-06-01,EO,2010-2011/II
0159228,8,0041,ALGEBRA A,65,2011-06-01,EO,2010-2011/II
0159228,8,0051,CALCULO A,ET,2011-06-01,EO,2010-2011/II
0159228,0,1105,ESCRITURA Y REDACCION,SA,2011-06-01,EO,2010-2011/II
0159228,10,6012,INTRODUCCION A LOS MATERIALES,51,2011-06-01,EO,2010-2011/II
0159228,10,6021,QUIMICA DE MATERIALES,65,2011-06-01,EO,2010-2011/II
0159228,10,6025,MINERALOGIA,70,2011-06-01,EO,2010-2011/II
0159228,10,6012,INTRODUCCION A LOS MATERIALES,60,2011-06-07,EE,2010-2011/II
0159228,8,0051,CALCULO A,50,2011-12-06,EO,2011-2012/I
0159228,8,0061,FISICA A,SA,2011-12-06,EO,2011-2012/I
0159228,0,1105,ESCRITURA Y REDACCION,AC,2011-12-06,EO,2011-2012/I
0159228,0,1901,INGLES BASICO I,AC,2011-12-06,EO,2011-2012/I
0159228,10,6031,ANALISIS DE MATERIALES,46,2011-12-06,EO,2011-2012/I
0159228,10,6032,OBTENCION DE MATERIALES,ET,2011-12-06,EO,2011-2012/I
0159228,8,0051,CALCULO A,50,2011-12-09,EE,2011-2012/I
0159228,10,6031,ANALISIS DE MATERIALES,NP,2012-01-09,ET,2011-2012/I
0159228,8,0051,CALCULO A,NP,2012-01-10,ET,2011-2012/I
0159228,10,6032,OBTENCION DE MATERIALES,NP,2012-01-10,ET,2011-2012/I
0159228,8,0051,CALCULO A,60,2012-03-14,ER,2011-2012/II
0159228,0,0000,GEOMETRIA Y TRIGONOMETRIA,ET,2012-05-29,EO,2011-2012/II
0159228,8,0042,ALGEBRA B,ER,2012-05-29,EO,2011-2012/II
0159228,8,0061,FISICA A,SA,2012-05-29,EO,2011-2012/II
0159228,1,1001,SEMINARIO INTEGRADOR I,70,2012-05-29,EO,2011-2012/II
0159228,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,SA,2012-05-29,EO,2011-2012/II
0159228,6,6023,DINAMISMO I,ET,2012-05-29,EO,2011-2012/II
0159228,10,6031,ANALISIS DE MATERIALES,LR,2012-05-29,EO,2011-2012/II
0159228,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2012-06-05,ET,2011-2012/II
0159228,6,6023,DINAMISMO I,NP,2012-06-12,ET,2011-2012/II
0159693,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2010-12-10,EO,2010-2011/I
0159693,8,0041,ALGEBRA A,33,2010-12-10,EO,2010-2011/I
0159693,8,0071,QUIMICA A,LR,2010-12-10,EO,2010-2011/I
0159693,5,1100,TECNICAS DEL APRENDIZAJE,LR,2010-12-10,EO,2010-2011/I
0159693,3,1102,HUMANIDADES B,70,2010-12-10,EO,2010-2011/I
0159693,10,6010,ORIGEN DE LOS MATERIALES,80,2010-12-10,EO,2010-2011/I
0159693,10,6012,INTRODUCCION A LOS MATERIALES,LR,2010-12-10,EO,2010-2011/I
0159693,0,6013,SEMINARIO DE ORIENTACION,ET,2010-12-10,EO,2010-2011/I
0159693,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2010-12-15,EE,2010-2011/I
0159693,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-01-04,ET,2010-2011/I
0159693,8,0041,ALGEBRA A,NP,2011-01-04,ET,2010-2011/I
0159693,0,6013,SEMINARIO DE ORIENTACION,AC,2011-01-11,ET,2010-2011/I
0159693,8,0041,ALGEBRA A,ER,2011-06-01,EO,2010-2011/II
0159693,8,0051,CALCULO A,SA,2011-06-01,EO,2010-2011/II
0159693,8,0061,FISICA A,LR,2011-06-01,EO,2010-2011/II
0159693,5,1100,TECNICAS DEL APRENDIZAJE,ER,2011-06-01,EO,2010-2011/II
0159693,0,1105,ESCRITURA Y REDACCION,ER,2011-06-01,EO,2010-2011/II
0159693,10,6012,INTRODUCCION A LOS MATERIALES,SA,2011-06-01,EO,2010-2011/II
0160447,5,1100,TECNICAS DEL APRENDIZAJE,100,2010-12-10,EO,2010-2011/I
0160447,3,1102,HUMANIDADES B,70,2010-12-10,EO,2010-2011/I
0160447,10,6010,ORIGEN DE LOS MATERIALES,80,2010-12-10,EO,2010-2011/I
0160447,10,6012,INTRODUCCION A LOS MATERIALES,36,2010-12-10,EO,2010-2011/I
0160447,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0160447,10,6012,INTRODUCCION A LOS MATERIALES,NP,2011-01-12,ET,2010-2011/I
0160447,8,0041,ALGEBRA A,SA,2011-06-01,EO,2010-2011/II
0160447,8,0051,CALCULO A,SA,2011-06-01,EO,2010-2011/II
0160447,8,0061,FISICA A,SA,2011-06-01,EO,2010-2011/II
0160447,8,0071,QUIMICA A,ER,2011-06-01,EO,2010-2011/II
0160447,0,1105,ESCRITURA Y REDACCION,ER,2011-06-01,EO,2010-2011/II
0160447,6,6023,DINAMISMO I,LR,2011-06-01,EO,2010-2011/II
0170146,0,0000,GEOMETRIA Y TRIGONOMETRIA,ET,2010-12-10,EO,2010-2011/I
0170146,8,0041,ALGEBRA A,30,2010-12-10,EO,2010-2011/I
0170146,8,0071,QUIMICA A,58,2010-12-10,EO,2010-2011/I
0170146,5,1100,TECNICAS DEL APRENDIZAJE,90,2010-12-10,EO,2010-2011/I
0170146,3,1102,HUMANIDADES B,50,2010-12-10,EO,2010-2011/I
0170146,10,6010,ORIGEN DE LOS MATERIALES,90,2010-12-10,EO,2010-2011/I
0170146,10,6012,INTRODUCCION A LOS MATERIALES,LR,2010-12-10,EO,2010-2011/I
0170146,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0170146,8,0071,QUIMICA A,30,2010-12-15,EE,2010-2011/I
0170146,3,1102,HUMANIDADES B,65,2010-12-15,EE,2010-2011/I
0170146,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-01-04,ET,2010-2011/I
0170146,8,0041,ALGEBRA A,NP,2011-01-04,ET,2010-2011/I
0170146,8,0071,QUIMICA A,15,2011-01-07,ET,2010-2011/I
0170146,8,0041,ALGEBRA A,EE,2011-06-01,EO,2010-2011/II
0170146,8,0061,FISICA A,SA,2011-06-01,EO,2010-2011/II
0170146,8,0071,QUIMICA A,60,2011-06-01,EO,2010-2011/II
0170146,10,6012,INTRODUCCION A LOS MATERIALES,60,2011-06-01,EO,2010-2011/II
0170146,10,6025,MINERALOGIA,53,2011-06-01,EO,2010-2011/II
0170146,8,0041,ALGEBRA A,NP,2011-06-07,EE,2010-2011/II
0170146,10,6025,MINERALOGIA,60,2011-06-07,EE,2010-2011/II
0170146,8,0041,ALGEBRA A,60,2011-10-04,ER,2011-2012/I
