cve_uaslp,creditos,cve_materia,materia,calificacion,fecha_cal,tipo_examen,semestre
0185041,10,6065,TERMODINAMICA DE MATERIALES,00,45460,ET,2023-2024/II
0185041,10,6065,TERMODINAMICA DE MATERIALES,40,45579,ER,2024-2025/I
0185041,6,6080,CONTROL DE CALIDAD,55,45631,EO,2024-2025/I
0185041,6,6080,CONTROL DE CALIDAD,60,45635,EE,2024-2025/I
0185041,10,6065,TERMODINAMICA DE MATERIALES,50,45806,UO,2024-2025/II
0185041,10,6065,TERMODINAMICA DE MATERIALES,60,45810,UE,2024-2025/II
0185041,12,6072,EXTRACTIVA I,55,45995,EO,2025-2026/I
0185041,10,6077,FENOMENOS DE TRANSPORTE,EE,45995,EO,2025-2026/I
0185041,12,6072,EXTRACTIVA I,80,45999,EE,2025-2026/I
0185041,10,6077,FENOMENOS DE TRANSPORTE,NP,45999,EE,2025-2026/I
0185041,10,6077,FENOMENOS DE TRANSPORTE,NP,46028,ET,2025-2026/I
0185041,1,1015,LIDERAZGO,100,46170,EO,2025-2026/II
0185041,2,1016,EMPRENDIMIENTO,100,46170,EO,2025-2026/II
0185041,10,6077,FENOMENOS DE TRANSPORTE,EE,46170,EO,2025-2026/II
0185041,12,6082,EXTRACTIVA II,65,46170,EO,2025-2026/II
0185041,8,6112,SOLDADURA,95,46170,EO,2025-2026/II
0185041,6,6119,TEMAS EN MATERIALES,80,46170,EO,2025-2026/II
0185041,10,6077,FENOMENOS DE TRANSPORTE,60,46174,EE,2025-2026/II
0246505,0,0000,GEOMETRIA Y TRIGONOMETRIA,ET,43438,EO,2018-2019/I
0246505,8,0041,ALGEBRA A,32,43438,EO,2018-2019/I
0246505,8,0071,QUIMICA A,24,43438,EO,2018-2019/I
0246505,5,1100,TECNICAS DEL APRENDIZAJE,90,43438,EO,2018-2019/I
0246505,3,1102,HUMANIDADES B,60,43438,EO,2018-2019/I
0246505,10,6010,ORIGEN DE LOS MATERIALES,70,43438,EO,2018-2019/I
0246505,10,6012,INTRODUCCION A LOS MATERIALES,21,43438,EO,2018-2019/I
0246505,0,6013,SEMINARIO DE ORIENTACION,AC,43438,EO,2018-2019/I
0246505,0,1931,INGLES 1,AC,43440,EA,2018-2019/I
0246505,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,43447,ET,2018-2019/I
0246505,8,0041,ALGEBRA A,NP,43447,ET,2018-2019/I
0246505,8,0071,QUIMICA A,NP,43452,ET,2018-2019/I
0246505,10,6012,INTRODUCCION A LOS MATERIALES,NP,43472,ET,2018-2019/I
0246505,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,43616,EO,2018-2019/II
0246505,8,0041,ALGEBRA A,65,43616,EO,2018-2019/II
0246505,8,0051,CALCULO A,SA,43616,EO,2018-2019/II
0246505,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,60,43616,EO,2018-2019/II
0246505,0,1105,ESCRITURA Y REDACCION,AC,43616,EO,2018-2019/II
0246505,10,6025,MINERALOGIA,65,43616,EO,2018-2019/II
0246505,8,0051,CALCULO A,60,43656,IO,2018-2019/II
0246505,8,0042,ALGEBRA B,SA,43803,EO,2019-2020/I
0246505,8,0071,QUIMICA A,ER,43803,EO,2019-2020/I
0246505,0,1932,INGLES 2,SA,43803,EO,2019-2020/I
0246505,10,6012,INTRODUCCION A LOS MATERIALES,ET,43803,EO,2019-2020/I
0246505,10,6032,OBTENCION DE MATERIALES,SA,43803,EO,2019-2020/I
0246505,6,6055,ECOLOGIA I,10,43803,EO,2019-2020/I
0246505,10,6012,INTRODUCCION A LOS MATERIALES,NP,43837,ET,2019-2020/I
0246505,6,6055,ECOLOGIA I,NP,43838,ET,2019-2020/I
0251889,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,43438,EO,2018-2019/I
0251889,8,0041,ALGEBRA A,60,43438,EO,2018-2019/I
0251889,8,0071,QUIMICA A,95,43438,EO,2018-2019/I
0251889,5,1100,TECNICAS DEL APRENDIZAJE,100,43438,EO,2018-2019/I
0251889,3,1102,HUMANIDADES B,75,43438,EO,2018-2019/I
0251889,10,6010,ORIGEN DE LOS MATERIALES,85,43438,EO,2018-2019/I
0251889,10,6012,INTRODUCCION A LOS MATERIALES,52,43438,EO,2018-2019/I
0251889,0,6013,SEMINARIO DE ORIENTACION,AC,43438,EO,2018-2019/I
0251889,0,1931,INGLES 1,AC,43440,EA,2018-2019/I
0251889,0,1932,INGLES 2,AC,43440,EA,2018-2019/I
0251889,0,1933,INGLES 3,AC,43440,EA,2018-2019/I
0251889,0,1934,INGLES 4,AC,43440,EA,2018-2019/I
0251889,0,1935,INGLES 5,AC,43440,EA,2018-2019/I
0251889,10,6012,INTRODUCCION A LOS MATERIALES,65,43440,EE,2018-2019/I
0251889,8,0042,ALGEBRA B,45,43616,EO,2018-2019/II
0251889,8,0051,CALCULO A,46,43616,EO,2018-2019/II
0251889,8,0061,FISICA A,LR,43616,EO,2018-2019/II
0251889,0,1105,ESCRITURA Y REDACCION,AC,43616,EO,2018-2019/II
0251889,10,6021,QUIMICA DE MATERIALES,50,43616,EO,2018-2019/II
0251889,6,6023,DINAMISMO I,95,43616,EO,2018-2019/II
0251889,10,6025,MINERALOGIA,85,43616,EO,2018-2019/II
0251889,10,6021,QUIMICA DE MATERIALES,60,43620,EE,2018-2019/II
0251889,8,0042,ALGEBRA B,NP,43633,ET,2018-2019/II
0251889,8,0051,CALCULO A,NP,43633,ET,2018-2019/II
0251889,8,0042,ALGEBRA B,95,43656,IO,2018-2019/II
0251889,8,0051,CALCULO A,60,43803,EO,2019-2020/I
0251889,8,0061,FISICA A,75,43803,EO,2019-2020/I
0251889,2,1008,TENDENCIAS SOCIALES,85,43803,EO,2019-2020/I
0251889,10,6031,ANALISIS DE MATERIALES,100,43803,EO,2019-2020/I
0251889,10,6032,OBTENCION DE MATERIALES,EE,43803,EO,2019-2020/I
0251889,6,6055,ECOLOGIA I,80,43803,EO,2019-2020/I
0251889,10,6032,OBTENCION DE MATERIALES,60,43805,EE,2019-2020/I
0251889,8,0052,CALCULO B,65,44001,EO,2019-2020/II
0251889,6,0063,FISICA C,37,44001,EO,2019-2020/II
0251889,6,6033,DINAMISMO II,95,44001,EO,2019-2020/II
0251889,12,6043,MATERIALES DE INGENIERIA I,54,44001,EO,2019-2020/II
0251889,10,6045,PRINCIPIOS DE ECONOMIA,80,44001,EO,2019-2020/II
0251889,12,6043,MATERIALES DE INGENIERIA I,50,44005,EE,2019-2020/II
0251889,6,0063,FISICA C,NP,44018,ET,2019-2020/II
0251889,12,6043,MATERIALES DE INGENIERIA I,NP,44019,ET,2019-2020/II
0251889,6,0063,FISICA C,75,44036,IO,2019-2020/II
0251889,8,0055,CALCULO E,75,44207,EO,2020-2021/I
0251889,2,1009,GESTION Y DESARROLLO SOCIAL,90,44207,EO,2020-2021/I
0251889,6,6040,INGENIERIA ELECTRICA,60,44207,EO,2020-2021/I
0251889,8,6041,MECANICA DE FLUIDOS,85,44207,EO,2020-2021/I
0251889,12,6043,MATERIALES DE INGENIERIA I,60,44207,EO,2020-2021/I
0251889,12,6052,BENEFICIO DE MATERIALES I,90,44362,EO,2020-2021/II
0251889,8,6053,MATERIALES DE INGENIERIA II,45,44362,EO,2020-2021/II
0251889,5,6054,INSTRUMENTACION,70,44362,EO,2020-2021/II
0251889,10,6056,FISICOQUIMICA,60,44362,EO,2020-2021/II
0251889,4,6057,COMPUTACION APLICADA,70,44362,EO,2020-2021/II
0251889,8,6053,MATERIALES DE INGENIERIA II,NP,44375,ET,2020-2021/II
0251889,8,6053,MATERIALES DE INGENIERIA II,60,44540,EO,2021-2022/I
0251889,10,6065,TERMODINAMICA DE MATERIALES,36,44540,EO,2021-2022/I
0251889,6,6069,MATEMATICAS APLICADAS,75,44540,EO,2021-2022/I
0251889,10,6065,TERMODINAMICA DE MATERIALES,00,44567,ET,2021-2022/I
0251889,12,6063,BENEFICIO DE MATERIALES II,70,44715,EO,2021-2022/II
0251889,10,6064,MECANICA DE MATERIALES,60,44715,EO,2021-2022/II
0251889,10,6065,TERMODINAMICA DE MATERIALES,40,44715,EO,2021-2022/II
0251889,6,6067,CERAMICOS,80,44715,EO,2021-2022/II
0251889,6,6079,ADMINISTRACION,95,44715,EO,2021-2022/II
0251889,10,6065,TERMODINAMICA DE MATERIALES,65,44732,ET,2021-2022/II
0251889,3,1010,GESTION DE PROYECTOS,80,44904,EO,2022-2023/I
0251889,2,1014,"ACTIVIDADES ARTISTICAS, DEPORTIVAS O DE DIVULGACION",NA,44904,EO,2022-2023/I
0251889,12,6072,EXTRACTIVA I,57,44904,EO,2022-2023/I
0251889,10,6074,FORMADO DE MATERIALES,50,44904,EO,2022-2023/I
0251889,6,6076,POLIMEROS,90,44904,EO,2022-2023/I
0251889,10,6077,FENOMENOS DE TRANSPORTE,ET,44904,EO,2022-2023/I
0251889,2,1014,"ACTIVIDADES ARTISTICAS, DEPORTIVAS O DE DIVULGACION",NP,44909,EE,2022-2023/I
0251889,12,6072,EXTRACTIVA I,80,44909,EE,2022-2023/I
0251889,10,6074,FORMADO DE MATERIALES,70,44909,EE,2022-2023/I
0251889,10,6077,FENOMENOS DE TRANSPORTE,NP,44935,ET,2022-2023/I
0251889,2,1014,"ACTIVIDADES ARTISTICAS, DEPORTIVAS O DE DIVULGACION",100,45079,EO,2022-2023/II
0251889,10,6077,FENOMENOS DE TRANSPORTE,EE,45079,EO,2022-2023/II
0251889,6,6080,CONTROL DE CALIDAD,65,45079,EO,2022-2023/II
0251889,12,6082,EXTRACTIVA II,75,45079,EO,2022-2023/II
0251889,10,6077,FENOMENOS DE TRANSPORTE,60,45083,EE,2022-2023/II
0251889,1,1015,LIDERAZGO,100,45266,EO,2023-2024/I
0251889,2,1016,EMPRENDIMIENTO,80,45266,EO,2023-2024/I
0251889,8,6084,FUNDICION,80,45266,EO,2023-2024/I
0251889,8,6087,CINETICA,ET,45266,EO,2023-2024/I
0251889,6,6104,PIROMETALURGIA,80,45266,EO,2023-2024/I
0251889,8,6112,SOLDADURA,85,45266,EO,2023-2024/I
0251889,8,6087,CINETICA,19,45301,ET,2023-2024/I
0251889,8,6087,CINETICA,EE,45443,EO,2023-2024/II
0251889,8,6090,ECOLOGIA II,80,45443,EO,2023-2024/II
0251889,8,6098,SELECCION Y USO DE MATERIALES,100,45443,EO,2023-2024/II
0251889,4,6106,SIMULACION,90,45443,EO,2023-2024/II
0251889,6,6114,ENSAYOS NO DESTRUCTIVOS,80,45443,EO,2023-2024/II
0251889,6,6119,TEMAS EN MATERIALES,75,45443,EO,2023-2024/II
0251889,8,6087,CINETICA,60,45447,EE,2023-2024/II
0251889,2,1012,"ARTE, CULTURA Y HUMANIDADES I",AC,45617,EA,2024-2025/I
0251889,10,6088,TRANSFORMACIONES DE FASES,LR,45631,EO,2024-2025/I
0251889,5,6107,DISEÑO DE PROCESOS,75,45631,EO,2024-2025/I
0251889,8,6120,SOLIDIFICACION,50,45631,EO,2024-2025/I
0251889,6,6203,MANTENIMIENTO ELECTROMECANICO,100,45631,EO,2024-2025/I
0251889,8,6120,SOLIDIFICACION,60,45635,EE,2024-2025/I
0251889,10,6088,TRANSFORMACIONES DE FASES,EE,45806,EO,2024-2025/II
0251889,10,6088,TRANSFORMACIONES DE FASES,65,45810,EE,2024-2025/II
0253194,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,43616,CV,2018-2019/II
0253194,8,0041,ALGEBRA A,65,43616,EO,2018-2019/II
0253194,8,0071,QUIMICA A,45,43616,EO,2018-2019/II
0253194,5,1100,TECNICAS DEL APRENDIZAJE,70,43616,EO,2018-2019/II
0253194,3,1102,HUMANIDADES B,65,43616,EO,2018-2019/II
0253194,10,6010,ORIGEN DE LOS MATERIALES,75,43616,EO,2018-2019/II
0253194,10,6012,INTRODUCCION A LOS MATERIALES,ET,43616,EO,2018-2019/II
0253194,0,6013,SEMINARIO DE ORIENTACION,AC,43616,CV,2018-2019/II
0253194,8,0071,QUIMICA A,60,43623,ET,2018-2019/II
0253194,10,6012,INTRODUCCION A LOS MATERIALES,NP,43634,ET,2018-2019/II
0253194,8,0051,CALCULO A,35,43656,IO,2018-2019/II
0253194,8,0051,CALCULO A,60,43662,IT,2018-2019/II
0253194,8,0042,ALGEBRA B,ET,43803,EO,2019-2020/I
0253194,8,0052,CALCULO B,SA,43803,EO,2019-2020/I
0253194,8,0061,FISICA A,LR,43803,EO,2019-2020/I
0253194,0,1931,INGLES 1,70,43803,EO,2019-2020/I
0253194,10,6021,QUIMICA DE MATERIALES,20,43803,EO,2019-2020/I
0253194,10,6025,MINERALOGIA,50,43803,EO,2019-2020/I
0253194,6,6055,ECOLOGIA I,27,43803,EO,2019-2020/I
0253194,10,6025,MINERALOGIA,60,43805,EE,2019-2020/I
0253194,8,0042,ALGEBRA B,NP,43809,ET,2019-2020/I
0253194,10,6021,QUIMICA DE MATERIALES,NP,43836,ET,2019-2020/I
0253194,6,6055,ECOLOGIA I,60,43838,ET,2019-2020/I
0253194,8,0042,ALGEBRA B,44,44001,EO,2019-2020/II
0253194,8,0052,CALCULO B,ET,44001,EO,2019-2020/II
0253194,8,0061,FISICA A,54,44001,EO,2019-2020/II
0253194,5,1006,TECNICAS DE COMUNICACION ORAL Y ESCRITA,20,44001,EO,2019-2020/II
0253194,0,1932,INGLES 2,75,44001,EO,2019-2020/II
0253194,10,6021,QUIMICA DE MATERIALES,34,44001,EO,2019-2020/II
0253194,10,6032,OBTENCION DE MATERIALES,65,44001,EO,2019-2020/II
0253194,8,0061,FISICA A,60,44005,EE,2019-2020/II
0253194,8,0052,CALCULO B,05,44013,ET,2019-2020/II
0253194,5,1006,TECNICAS DE COMUNICACION ORAL Y ESCRITA,NP,44014,ET,2019-2020/II
0253194,8,0042,ALGEBRA B,NP,44018,ET,2019-2020/II
0253194,10,6021,QUIMICA DE MATERIALES,60,44018,ET,2019-2020/II
0253194,6,0063,FISICA C,ET,44207,EO,2020-2021/I
0253194,5,1006,TECNICAS DE COMUNICACION ORAL Y ESCRITA,90,44207,EO,2020-2021/I
0253194,2,1012,"ARTE, CULTURA Y HUMANIDADES I",AC,44207,EA,2020-2021/I
0253194,0,1933,INGLES 3,60,44207,EO,2020-2021/I
0253194,10,6031,ANALISIS DE MATERIALES,65,44207,EO,2020-2021/I
0253194,10,6045,PRINCIPIOS DE ECONOMIA,65,44207,EO,2020-2021/I
0253194,6,0063,FISICA C,NP,44216,ET,2020-2021/I
0253194,6,0063,FISICA C,65,44362,EO,2020-2021/II
0253194,0,1934,INGLES 4,SA,44362,EO,2020-2021/II
0253194,10,6012,INTRODUCCION A LOS MATERIALES,75,44362,EO,2020-2021/II
0253194,12,6043,MATERIALES DE INGENIERIA I,LR,44362,EO,2020-2021/II
0253194,8,0052,CALCULO B,60,44397,UO,2020-2021/II
0253194,8,0055,CALCULO E,70,44540,EO,2021-2022/I
0253194,2,1008,TENDENCIAS SOCIALES,80,44540,EO,2021-2022/I
0253194,0,1934,INGLES 4,ET,44540,EO,2021-2022/I
0253194,6,6040,INGENIERIA ELECTRICA,75,44540,EO,2021-2022/I
0253194,8,6041,MECANICA DE FLUIDOS,25,44540,EO,2021-2022/I
0253194,12,6043,MATERIALES DE INGENIERIA I,40,44540,EO,2021-2022/I
0253194,8,6041,MECANICA DE FLUIDOS,00,44567,ET,2021-2022/I
0253194,12,6043,MATERIALES DE INGENIERIA I,30,44568,ET,2021-2022/I
0253194,2,1009,GESTION Y DESARROLLO SOCIAL,44,44715,EO,2021-2022/II
0253194,2,1014,"ACTIVIDADES ARTISTICAS, DEPORTIVAS O DE DIVULGACION",AC,44715,EO,2021-2022/II
0253194,5,6054,INSTRUMENTACION,LR,44715,EO,2021-2022/II
0253194,10,6056,FISICOQUIMICA,20,44715,EO,2021-2022/II
0253194,10,6056,FISICOQUIMICA,20,44732,ET,2021-2022/II
0253194,2,1009,GESTION Y DESARROLLO SOCIAL,NP,44734,ET,2021-2022/II
0253194,2,1009,GESTION Y DESARROLLO SOCIAL,60,44904,EO,2022-2023/I
0253194,8,6041,MECANICA DE FLUIDOS,50,44904,EO,2022-2023/I
0253194,5,6054,INSTRUMENTACION,65,44904,EO,2022-2023/I
0253194,10,6056,FISICOQUIMICA,35,44904,EO,2022-2023/I
0253194,8,6041,MECANICA DE FLUIDOS,15,44909,EE,2022-2023/I
0253194,8,6041,MECANICA DE FLUIDOS,NP,44935,ET,2022-2023/I
0253194,10,6056,FISICOQUIMICA,NP,44935,ET,2022-2023/I
0253194,12,6043,MATERIALES DE INGENIERIA I,50,45079,UO,2022-2023/II
0253194,12,6043,MATERIALES DE INGENIERIA I,60,45083,UE,2022-2023/II
0253194,8,6041,MECANICA DE FLUIDOS,50,45266,UO,2023-2024/I
0253194,8,6041,MECANICA DE FLUIDOS,30,45268,UE,2023-2024/I
0253194,8,6041,MECANICA DE FLUIDOS,00,45362,ER,2023-2024/II
0253194,10,6056,FISICOQUIMICA,00,45362,ER,2023-2024/II
0253194,6,6034,DINAMISMO,95,45443,EO,2023-2024/II
0253194,8,6053,MATERIALES DE INGENIERIA II,ET,45443,EO,2023-2024/II
0253194,8,6053,MATERIALES DE INGENIERIA II,NP,45461,ET,2023-2024/II
0253194,8,6053,MATERIALES DE INGENIERIA II,SA,45631,EO,2024-2025/I
0253194,4,6057,COMPUTACION APLICADA,SA,45631,EO,2024-2025/I
0261636,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,43438,EO,2018-2019/I
0261636,8,0041,ALGEBRA A,55,43438,EO,2018-2019/I
0261636,8,0071,QUIMICA A,70,43438,EO,2018-2019/I
0261636,5,1100,TECNICAS DEL APRENDIZAJE,85,43438,EO,2018-2019/I
0261636,3,1102,HUMANIDADES B,75,43438,EO,2018-2019/I
0261636,10,6010,ORIGEN DE LOS MATERIALES,75,43438,EO,2018-2019/I
0261636,10,6012,INTRODUCCION A LOS MATERIALES,70,43438,EO,2018-2019/I
0261636,0,6013,SEMINARIO DE ORIENTACION,AC,43438,EO,2018-2019/I
0261636,8,0041,ALGEBRA A,65,43440,EE,2018-2019/I
0261636,0,1931,INGLES 1,AC,43440,EA,2018-2019/I
0261636,8,0042,ALGEBRA B,60,43616,EO,2018-2019/II
0261636,8,0051,CALCULO A,60,43616,EO,2018-2019/II
0261636,8,0061,FISICA A,60,43616,EO,2018-2019/II
0261636,0,1105,ESCRITURA Y REDACCION,AC,43616,EO,2018-2019/II
0261636,10,6021,QUIMICA DE MATERIALES,60,43616,EO,2018-2019/II
0261636,6,6023,DINAMISMO I,95,43616,EO,2018-2019/II
0261636,10,6025,MINERALOGIA,95,43616,EO,2018-2019/II
0261636,8,0052,CALCULO B,55,43803,EO,2019-2020/I
0261636,6,0063,FISICA C,60,43803,EO,2019-2020/I
0261636,2,1008,TENDENCIAS SOCIALES,85,43803,EO,2019-2020/I
0261636,0,1932,INGLES 2,95,43803,EO,2019-2020/I
0261636,10,6031,ANALISIS DE MATERIALES,85,43803,EO,2019-2020/I
0261636,10,6032,OBTENCION DE MATERIALES,80,43803,EO,2019-2020/I
0261636,6,6033,DINAMISMO II,90,43803,EO,2019-2020/I
0261636,8,0052,CALCULO B,75,43805,EE,2019-2020/I
0261636,8,0055,CALCULO E,90,44001,EO,2019-2020/II
0261636,2,1009,GESTION Y DESARROLLO SOCIAL,85,44001,EO,2019-2020/II
0261636,2,1012,"ARTE, CULTURA Y HUMANIDADES I",AC,44001,EO,2019-2020/II
0261636,6,6040,INGENIERIA ELECTRICA,90,44001,EO,2019-2020/II
0261636,8,6041,MECANICA DE FLUIDOS,65,44001,EO,2019-2020/II
0261636,12,6043,MATERIALES DE INGENIERIA I,65,44001,EO,2019-2020/II
0261636,10,6045,PRINCIPIOS DE ECONOMIA,85,44001,EO,2019-2020/II
0261636,2,1014,"ACTIVIDADES ARTISTICAS, DEPORTIVAS O DE DIVULGACION",80,44207,EO,2020-2021/I
0261636,2,1916,ACTIVIDADES DE APRENDIZAJE I,AC,44207,EA,2020-2021/I
0261636,12,6052,BENEFICIO DE MATERIALES I,100,44207,EO,2020-2021/I
0261636,8,6053,MATERIALES DE INGENIERIA II,80,44207,EO,2020-2021/I
0261636,5,6054,INSTRUMENTACION,90,44207,EO,2020-2021/I
0261636,6,6055,ECOLOGIA I,75,44207,EO,2020-2021/I
0261636,10,6056,FISICOQUIMICA,65,44207,EO,2020-2021/I
0261636,4,6057,COMPUTACION APLICADA,80,44207,EO,2020-2021/I
0261636,3,1010,GESTION DE PROYECTOS,90,44362,EO,2020-2021/II
0261636,0,1933,INGLES 3,85,44362,EO,2020-2021/II
0261636,12,6063,BENEFICIO DE MATERIALES II,75,44362,EO,2020-2021/II
0261636,10,6064,MECANICA DE MATERIALES,75,44362,EO,2020-2021/II
0261636,10,6065,TERMODINAMICA DE MATERIALES,70,44362,EO,2020-2021/II
0261636,6,6067,CERAMICOS,90,44362,EO,2020-2021/II
0261636,6,6069,MATEMATICAS APLICADAS,80,44362,EO,2020-2021/II
0261636,0,1934,INGLES 4,85,44540,EO,2021-2022/I
0261636,12,6072,EXTRACTIVA I,80,44540,EO,2021-2022/I
0261636,10,6074,FORMADO DE MATERIALES,80,44540,EO,2021-2022/I
0261636,6,6076,POLIMEROS,85,44540,EO,2021-2022/I
0261636,10,6077,FENOMENOS DE TRANSPORTE,EE,44540,EO,2021-2022/I
0261636,6,6079,ADMINISTRACION,85,44540,EO,2021-2022/I
0261636,10,6077,FENOMENOS DE TRANSPORTE,65,44544,EE,2021-2022/I
0261636,1,1015,LIDERAZGO,100,44715,EO,2021-2022/II
0261636,2,1016,EMPRENDIMIENTO,100,44715,EO,2021-2022/II
0261636,0,1935,INGLES 5,80,44715,EO,2021-2022/II
0261636,6,6080,CONTROL DE CALIDAD,65,44715,EO,2021-2022/II
0261636,12,6082,EXTRACTIVA II,70,44715,EO,2021-2022/II
0261636,8,6084,FUNDICION,85,44715,EO,2021-2022/II
0261636,8,6087,CINETICA,70,44715,EO,2021-2022/II
0261636,8,6115,TRATAMIENTOS TERMICOS,65,44715,EO,2021-2022/II
0261636,10,6088,TRANSFORMACIONES DE FASES,70,44904,EO,2022-2023/I
0261636,8,6098,SELECCION Y USO DE MATERIALES,75,44904,EO,2022-2023/I
0261636,8,6099,SIMULACION,85,44904,EO,2022-2023/I
0261636,10,6100,DISEÑO DE PROCESOS,75,44904,EO,2022-2023/I
0261636,8,6112,SOLDADURA,90,44904,EO,2022-2023/I
0261636,6,6203,MANTENIMIENTO ELECTROMECANICO,100,44904,EO,2022-2023/I
0261636,2,1013,"ARTE, CULTURA Y HUMANIDADES II",AC,45071,EA,2022-2023/II
0261636,8,6090,ECOLOGIA II,95,45079,EO,2022-2023/II
0261636,15,6096,PRACTICAS PROFESIONALES IMM I,AC,45079,AP,2022-2023/II
0261636,8,6202,CARACTERIZACION DE MATERIALES,90,45079,EO,2022-2023/II
0263538,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,43438,EO,2018-2019/I
0263538,8,0041,ALGEBRA A,90,43438,EO,2018-2019/I
0263538,8,0071,QUIMICA A,90,43438,EO,2018-2019/I
0263538,5,1100,TECNICAS DEL APRENDIZAJE,100,43438,EO,2018-2019/I
0263538,3,1102,HUMANIDADES B,80,43438,EO,2018-2019/I
0263538,10,6010,ORIGEN DE LOS MATERIALES,90,43438,EO,2018-2019/I
0263538,10,6012,INTRODUCCION A LOS MATERIALES,85,43438,EO,2018-2019/I
0263538,0,6013,SEMINARIO DE ORIENTACION,AC,43438,EO,2018-2019/I
0263538,0,1931,INGLES 1,AC,43440,EA,2018-2019/I
0263538,0,1932,INGLES 2,AC,43440,EA,2018-2019/I
0263538,8,0042,ALGEBRA B,90,43616,EO,2018-2019/II
0263538,8,0051,CALCULO A,85,43616,EO,2018-2019/II
0263538,8,0061,FISICA A,85,43616,EO,2018-2019/II
0263538,0,1105,ESCRITURA Y REDACCION,AC,43616,EO,2018-2019/II
0263538,10,6021,QUIMICA DE MATERIALES,60,43616,EO,2018-2019/II
0263538,6,6023,DINAMISMO I,80,43616,EO,2018-2019/II
0263538,10,6025,MINERALOGIA,90,43616,EO,2018-2019/II
0263538,8,0052,CALCULO B,80,43803,EO,2019-2020/I
0263538,6,0063,FISICA C,75,43803,EO,2019-2020/I
0263538,2,1008,TENDENCIAS SOCIALES,90,43803,EO,2019-2020/I
0263538,10,6031,ANALISIS DE MATERIALES,85,43803,EO,2019-2020/I
0263538,10,6032,OBTENCION DE MATERIALES,75,43803,EO,2019-2020/I
0263538,6,6033,DINAMISMO II,85,43803,EO,2019-2020/I
0263538,8,0055,CALCULO E,85,44001,EO,2019-2020/II
0263538,2,1009,GESTION Y DESARROLLO SOCIAL,100,44001,EO,2019-2020/II
0263538,2,1012,"ARTE, CULTURA Y HUMANIDADES I",AC,44001,EO,2019-2020/II
0263538,0,1933,INGLES 3,90,44001,EO,2019-2020/II
0263538,6,6040,INGENIERIA ELECTRICA,85,44001,EO,2019-2020/II
0263538,8,6041,MECANICA DE FLUIDOS,75,44001,EO,2019-2020/II
0263538,12,6043,MATERIALES DE INGENIERIA I,80,44001,EO,2019-2020/II
0263538,10,6045,PRINCIPIOS DE ECONOMIA,85,44001,EO,2019-2020/II
0263538,0,1934,INGLES 4,90,44207,EO,2020-2021/I
0263538,12,6052,BENEFICIO DE MATERIALES I,100,44207,EO,2020-2021/I
0263538,8,6053,MATERIALES DE INGENIERIA II,80,44207,EO,2020-2021/I
0263538,5,6054,INSTRUMENTACION,95,44207,EO,2020-2021/I
0263538,6,6055,ECOLOGIA I,85,44207,EO,2020-2021/I
0263538,10,6056,FISICOQUIMICA,80,44207,EO,2020-2021/I
0263538,4,6057,COMPUTACION APLICADA,75,44207,EO,2020-2021/I
0263538,2,1014,"ACTIVIDADES ARTISTICAS, DEPORTIVAS O DE DIVULGACION",AC,44345,EA,2020-2021/II
0263538,3,1010,GESTION DE PROYECTOS,90,44362,EO,2020-2021/II
0263538,0,1935,INGLES 5,80,44362,EO,2020-2021/II
0263538,12,6063,BENEFICIO DE MATERIALES II,90,44362,EO,2020-2021/II
0263538,10,6064,MECANICA DE MATERIALES,80,44362,EO,2020-2021/II
0263538,10,6065,TERMODINAMICA DE MATERIALES,65,44362,EO,2020-2021/II
0263538,6,6067,CERAMICOS,90,44362,EO,2020-2021/II
0263538,6,6069,MATEMATICAS APLICADAS,90,44362,EO,2020-2021/II
0263538,12,6072,EXTRACTIVA I,80,44540,EO,2021-2022/I
0263538,10,6074,FORMADO DE MATERIALES,80,44540,EO,2021-2022/I
0263538,6,6076,POLIMEROS,95,44540,EO,2021-2022/I
0263538,10,6077,FENOMENOS DE TRANSPORTE,ET,44540,EO,2021-2022/I
0263538,6,6079,ADMINISTRACION,95,44540,EO,2021-2022/I
0263538,10,6077,FENOMENOS DE TRANSPORTE,25,44567,ET,2021-2022/I
0263538,10,6077,FENOMENOS DE TRANSPORTE,65,44715,EO,2021-2022/II
0263538,6,6080,CONTROL DE CALIDAD,65,44715,EO,2021-2022/II
0263538,12,6082,EXTRACTIVA II,70,44715,EO,2021-2022/II
0263538,1,1015,LIDERAZGO,100,44904,EO,2022-2023/I
0263538,2,1016,EMPRENDIMIENTO,100,44904,EO,2022-2023/I
0263538,8,6084,FUNDICION,90,44904,EO,2022-2023/I
0263538,8,6087,CINETICA,80,44904,EO,2022-2023/I
0263538,10,6088,TRANSFORMACIONES DE FASES,65,44904,EO,2022-2023/I
0263538,6,6114,ENSAYOS NO DESTRUCTIVOS,90,44904,EO,2022-2023/I
0263538,8,6115,TRATAMIENTOS TERMICOS,70,44904,EO,2022-2023/I
0263538,6,6119,TEMAS EN MATERIALES,80,44904,EO,2022-2023/I
